year,event,incident_number,incident_start,incident_end,declaration_date,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount
2008,Montana Severe Winter Storm,1767,2008-05-01,2008-05-01,2008-06-13,https://www.fema.gov/disaster/1767,MT,Severe Storm,NA,NA,NA,NA,NA,3346389,13,666672,2008-12-19,189,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Montana,,666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Severe Storms, Tornadoes, and Flooding in Wisconsin",1768,2008-06-05,2008-07-25,2008-06-14,https://www.fema.gov/disaster/1768,WI,Severe Storm,40707,23956,58.9,2366,56680820,48563082,3120,124297913,2008-09-11,89,https://www.govinfo.gov/content/pkg/FR-2008-09-11/pdf/E8-21092.pdf,State of Wisconsin,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-19,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Wisconsin,,19057378,,,,,,,,,,2009-02-13,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Wisconsin,https://energyandhousing.wi.gov/Pages/CommunityResources.aspx,25039963,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Wisconsin,https://www.iowaeda.com/disaster-recovery/2008/,75200572
2008,"West Virginia Severe Storms, Tornadoes, Flooding, Mudslides, and Landslides",1769,2008-06-03,2008-06-07,2008-06-19,https://www.fema.gov/disaster/1769,WV,Severe Storm,982,589,60.0,4447,2619380,3985863,340,3127935,2008-12-19,183,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of West Virginia,,3127935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Nebraska Severe Storms, Tornadoes, and Flooding",1770,2008-05-22,2008-05-22,2008-06-20,https://www.fema.gov/disaster/1770,NE,Severe Storm,2702,737,27.3,2117,1560230,36258650,1127,5557736,2008-12-19,182,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Nebraska,,5557736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Illinois Severe Storms and Flooding,1771,2008-06-01,2008-07-22,2008-06-24,https://www.fema.gov/disaster/1771,IL,Severe Storm,3073,1752,57.0,5722,10024142,53407871,1650,73738517,2008-12-19,178,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Illinois,,17341434,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-13,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Illinois,,13994707,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Illinois,https://dceo.illinois.gov/communityservices/disasterrecovery/midwestdisasterrecovery.html,42402376,,,,,,,,,,,,,,
2008,Minnesota Severe Storms and Flooding,1772,2008-06-07,2008-06-12,2008-06-25,https://www.fema.gov/disaster/1772,MN,Severe Storm,NA,NA,NA,NA,NA,6361369,366,925926,2008-12-19,177,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Minnesota,,925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Missouri Severe Storms and Flooding,1773,2008-06-01,2008-08-13,2008-06-25,https://www.fema.gov/disaster/1773,MO,Severe Storm,2073,1089,52.5,4928,5367079,28697245,1508,22946820,2008-12-19,177,https://www.govinfo.gov/content/pkg/FR-2008-12-19/pdf/E8-30185.pdf,State of Missouri,,7512572,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-13,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Missouri,,2329990,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Missouri,https://ded.mo.gov/cdbg/program-documents,13104258,,,,,,,,,,,,,,
2008,South Dakota Severe Storms and Flooding,1774,2008-06-02,2008-06-12,2008-07-09,https://www.fema.gov/disaster/1774,SD,Severe Storm,NA,NA,NA,NA,NA,4716310,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Oklahoma Severe Storms and Flooding,1775,2008-06-03,2008-06-20,2008-07-09,https://www.fema.gov/disaster/1775,OK,Severe Storm,NA,NA,NA,NA,NA,9638508,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Kansas Severe Storms, Flooding and Tornadoes",1776,2008-05-22,2008-06-16,2008-07-09,https://www.fema.gov/disaster/1776,KS,Severe Storm,NA,NA,NA,NA,NA,55300511,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Michigan Severe Storms, Tornadoes, and Flooding",1777,2008-06-06,2008-07-13,2008-07-14,https://www.fema.gov/disaster/1777,MI,Severe Storm,NA,NA,NA,NA,NA,14547911,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Vermont Severe Storms and Flooding,1778,2008-06-14,2008-06-17,2008-07-15,https://www.fema.gov/disaster/1778,VT,Severe Storm,NA,NA,NA,NA,NA,1086864,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Nebraska Severe Storms, Straight-Line Winds, and Flooding",1779,2008-06-27,2008-06-27,2008-07-18,https://www.fema.gov/disaster/1779,NE,Severe Storm,NA,NA,NA,NA,NA,12058396,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Texas Hurricane Dolly,1780,2008-07-22,2008-08-01,2008-07-24,https://www.fema.gov/disaster/1780,TX,Hurricane,38087,13400,35.2,2602,34868169,66192238,1429,1528995720,2009-02-13,204,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Texas,,657495097,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Texas,,871500624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Idaho Flooding,1781,2008-05-15,2008-06-09,2008-07-31,https://www.fema.gov/disaster/1781,ID,Flood,NA,NA,NA,NA,NA,1655157,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"New Hampshire Severe Storms, Tornado, and Flooding",1782,2008-07-24,2008-07-24,2008-08-11,https://www.fema.gov/disaster/1782,NH,Severe Storm,NA,NA,NA,NA,NA,1269314,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,New Mexico Severe Storms and Flooding,1783,2008-07-26,2008-08-20,2008-08-14,https://www.fema.gov/disaster/1783,NM,Severe Storm,NA,NA,NA,NA,NA,44426564,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Vermont Severe Storms, A Tornado, and Flooding",1784,2008-07-18,2008-07-18,2008-08-15,https://www.fema.gov/disaster/1784,VT,Severe Storm,NA,NA,NA,NA,NA,449483,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Florida Tropical Storm Fay,1785,2008-08-18,2008-09-12,2008-08-24,https://www.fema.gov/disaster/1785,FL,Severe Storm,18625,5383,28.9,3570,19216130,98594922,1893,40531928,2009-02-13,173,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Florida,,8728503,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Florida,,31803425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Louisiana Hurricane Gustav,1786,2008-09-01,2008-09-11,2008-09-02,https://www.fema.gov/disaster/1786,LA,Hurricane,439548,71169,16.2,3048,216891469,708087030,6561,529345275,2009-02-13,164,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Louisiana,,219111672,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Louisiana,,310233603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,New Hampshire Severe Storms and Flooding,1787,2008-07-24,2008-08-14,2008-09-05,https://www.fema.gov/disaster/1787,NH,Severe Storm,NA,NA,NA,NA,NA,3673097,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Maine Severe Storms, Flooding, and Tornadoes",1788,2008-07-18,2008-08-16,2008-09-09,https://www.fema.gov/disaster/1788,ME,Severe Storm,NA,NA,NA,NA,NA,2660767,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Alabama Hurricane Gustav,1789,2008-08-29,2008-09-03,2008-09-10,https://www.fema.gov/disaster/1789,AL,Hurricane,NA,NA,NA,NA,NA,7955261,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Vermont Severe Storms and Flooding,1790,2008-07-21,2008-08-12,2008-09-12,https://www.fema.gov/disaster/1790,VT,Severe Storm,NA,NA,NA,NA,NA,4570623,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Texas Hurricane Ike,1791,2008-09-07,2008-10-02,2008-09-13,https://www.fema.gov/disaster/1791,TX,Hurricane,732732,121439,16.6,4380,531899888,2227690309,14469,1528995720,2009-02-13,153,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Texas,,657495097,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Texas,,871500624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Louisiana Hurricane Ike,1792,2008-09-11,2008-11-07,2008-09-13,https://www.fema.gov/disaster/1792,LA,Hurricane,51669,12241,23.7,5218,63878755,220671369,1589,529345275,2009-02-13,153,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Louisiana,,219111672,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Louisiana,,310233603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Arkansas Severe Storms and Flooding Associated With Hurricane Gustav,1793,2008-09-02,2008-09-08,2008-09-18,https://www.fema.gov/disaster/1793,AR,Hurricane,NA,NA,NA,NA,NA,3895661,435,18095180,2009-02-13,148,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Arkansas,,4058971,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Arkansas,,14036208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Mississippi Hurricane Gustav,1794,2008-08-28,2008-09-08,2008-09-22,https://www.fema.gov/disaster/1794,MS,Hurricane,7541,1966,26.1,3650,7176481,24732240,432,2094468,2009-02-13,144,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Mississippi,,2094468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Indiana Severe Storms and Flooding,1795,2008-09-12,2008-10-06,2008-09-23,https://www.fema.gov/disaster/1795,IN,Severe Storm,25788,11107,43.1,3323,36906116,25003384,861,116127567,2009-02-13,143,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Indiana,,31680874,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Indiana,,84446693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Alaska Severe Storms, Flooding, Landslides, and Mudslides",1796,2008-07-27,2008-08-06,2008-09-26,https://www.fema.gov/disaster/1796,AK,Severe Storm,NA,NA,NA,NA,NA,12186818,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Alabama Severe Storms and Flooding Associated With Hurricane Ike,1797,2008-09-12,2008-09-14,2008-09-26,https://www.fema.gov/disaster/1797,AL,Severe Storm,NA,NA,NA,NA,NA,5940452,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Puerto Rico Severe Storms and Flooding,1798,2008-09-21,2008-10-03,2008-10-01,https://www.fema.gov/disaster/1798,PR,Severe Storm,37810,20110,53.2,1492,29999815,24304227,896,17982887,2009-02-13,135,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,Commonwealth of Puerto Rico,,17982887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,New Hampshire Severe Storms and Flooding,1799,2008-09-06,2008-09-07,2008-10-03,https://www.fema.gov/disaster/1799,NH,Severe Storm,NA,NA,NA,NA,NA,823849,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Illinois Severe Storms and Flooding,1800,2008-09-13,2008-10-05,2008-10-03,https://www.fema.gov/disaster/1800,IL,Severe Storm,48684,27935,57.4,2314,64635965,27884822,753,56397083,2009-02-13,133,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Illinois,,13994707,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Illinois,,42402376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,North Carolina Tropical Storm Hanna,1801,2008-09-04,2008-09-15,2008-10-08,https://www.fema.gov/disaster/1801,NC,Severe Storm,NA,NA,NA,NA,NA,4657982,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Kentucky Severe Wind Storm Associated With Tropical Depression Ike,1802,2008-09-12,2008-09-14,2008-10-09,https://www.fema.gov/disaster/1802,KY,Severe Storm,NA,NA,NA,NA,NA,18812749,544,1072562,2009-02-13,127,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,Commonwealth of Kentucky,,1072562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Oklahoma Severe Storms, Tornadoes, and Flooding",1803,2008-09-12,2008-09-19,2008-10-09,https://www.fema.gov/disaster/1803,OK,Severe Storm,NA,NA,NA,NA,NA,6149284,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Arkansas Tropical Storm Ike,1804,2008-09-13,2008-09-23,2008-10-22,https://www.fema.gov/disaster/1804,AR,Severe Storm,NA,NA,NA,NA,NA,2543014,109,18095180,2009-02-13,114,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Arkansas,,4058971,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Arkansas,,14036208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Ohio Severe Wind Storm Associated With Tropical Depression Ike,1805,2008-09-14,2008-09-14,2008-10-24,https://www.fema.gov/disaster/1805,OH,Severe Storm,NA,NA,NA,NA,NA,38841922,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Florida Hurricane Gustav,1806,2008-08-31,2008-09-07,2008-10-27,https://www.fema.gov/disaster/1806,FL,Hurricane,NA,NA,NA,NA,NA,1107828,18,40531928,2009-02-13,109,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Florida,,8728503,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Florida,,31803425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virgin Islands Hurricane Omar,1807,2008-10-14,2008-10-16,2008-10-29,https://www.fema.gov/disaster/1807,VI,Hurricane,NA,NA,NA,NA,NA,7256253,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Kansas Severe Storms, Flooding, and Tornadoes",1808,2008-09-11,2008-09-17,2008-10-31,https://www.fema.gov/disaster/1808,KS,Severe Storm,NA,NA,NA,NA,NA,3364325,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Missouri Severe Storms, Flooding, and a Tornado",1809,2008-09-11,2008-09-24,2008-11-13,https://www.fema.gov/disaster/1809,MO,Severe Storm,3473,2105,60.6,3264,6869984,8529243,463,15434248,2009-02-13,92,https://www.govinfo.gov/content/pkg/FR-2009-02-13/pdf/E9-3216.pdf,State of Missouri,,2329990,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of Missouri,,13104258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,California Wildfires,1810,2008-11-13,2008-11-28,2008-11-18,https://www.fema.gov/disaster/1810,CA,Fire,2487,486,19.5,7900,3839489,55930929,297,39531784,2009-08-14,269,https://www.govinfo.gov/content/pkg/FR-2009-08-14/pdf/E9-19488.pdf,State of California,,39531784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,South Dakota Severe Winter Storm and Record and Near Record Snow,1811,2008-11-05,2008-11-07,2008-12-12,https://www.fema.gov/disaster/1811,SD,Snowstorm,NA,NA,NA,NA,NA,5825275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,New Hampshire Severe Winter Storm,1812,2008-12-11,2008-12-23,2009-01-02,https://www.fema.gov/disaster/1812,NH,Severe Ice Storm,NA,NA,NA,NA,NA,14898663,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Massachusetts Severe Winter Storm and Flooding,1813,2008-12-11,2008-12-18,2009-01-05,https://www.fema.gov/disaster/1813,MA,Severe Ice Storm,NA,NA,NA,NA,NA,49802009,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Hawaii Severe Storms and Flooding,1814,2008-12-10,2008-12-16,2009-01-05,https://www.fema.gov/disaster/1814,HI,Flood,1238,698,56.4,5264,3674159,985503,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Maine Severe Winter Storm and Flooding,1815,2008-12-11,2008-12-29,2009-01-09,https://www.fema.gov/disaster/1815,ME,Severe Storm,NA,NA,NA,NA,NA,9781025,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Vermont Severe Winter Storm,1816,2008-12-11,2008-12-18,2009-01-14,https://www.fema.gov/disaster/1816,VT,Severe Ice Storm,NA,NA,NA,NA,NA,1337879,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Washington Severe Winter Storm, Landslides, Mudslides, and Flooding",1817,2009-01-06,2009-01-16,2009-01-30,https://www.fema.gov/disaster/1817,WA,Flood,3890,2059,52.9,4618,9508184,52767461,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Kentucky Severe Winter Storm and Flooding,1818,2009-01-26,2009-02-13,2009-02-05,https://www.fema.gov/disaster/1818,KY,Severe Ice Storm,NA,NA,NA,NA,NA,255208480,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Arkansas Severe Winter Storm,1819,2009-01-26,2009-01-30,2009-02-06,https://www.fema.gov/disaster/1819,AR,Severe Storm,NA,NA,NA,NA,NA,220817574,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Oklahoma Severe Storms and Tornadoes,1820,2009-02-10,2009-02-11,2009-02-15,https://www.fema.gov/disaster/1820,OK,Severe Storm,403,105,26.1,11923,1251943,729454,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Tennessee Severe Winter Storm and Flooding,1821,2009-01-27,2009-01-31,2009-02-17,https://www.fema.gov/disaster/1821,TN,Severe Ice Storm,NA,NA,NA,NA,NA,6143016,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Missouri Severe Winter Storm,1822,2009-01-26,2009-01-28,2009-02-17,https://www.fema.gov/disaster/1822,MO,Severe Storm,NA,NA,NA,NA,NA,135879596,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Oklahoma Severe Winter Storm,1823,2009-01-26,2009-01-28,2009-02-17,https://www.fema.gov/disaster/1823,OK,Severe Storm,NA,NA,NA,NA,NA,9203601,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Oregon Severe Winter Storm, Record and Near Record Snow",1824,2008-12-13,2008-12-26,2009-03-02,https://www.fema.gov/disaster/1824,OR,Severe Storm,NA,NA,NA,NA,NA,10887119,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Washington Severe Winter Storm and Record and Near Record Snow,1825,2008-12-12,2009-01-05,2009-03-02,https://www.fema.gov/disaster/1825,WA,Severe Storm,NA,NA,NA,NA,NA,26341588,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Illinois Severe Winter Storm,1826,2009-01-26,2009-01-28,2009-03-02,https://www.fema.gov/disaster/1826,IL,Severe Storm,NA,NA,NA,NA,NA,11999525,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,New York Severe Winter Storm,1827,2008-12-11,2008-12-31,2009-03-04,https://www.fema.gov/disaster/1827,NY,Severe Storm,NA,NA,NA,NA,NA,18571979,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Indiana Severe Winter Storm,1828,2009-01-26,2009-01-28,2009-03-05,https://www.fema.gov/disaster/1828,IN,Severe Storm,NA,NA,NA,NA,NA,11300288,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,North Dakota Severe Storms and Flooding,1829,2009-03-13,2009-08-10,2009-03-24,https://www.fema.gov/disaster/1829,ND,Severe Storm,7305,2993,41.0,2627,7862984,114432779,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Minnesota Severe Storms and Flooding,1830,2009-03-16,2009-05-22,2009-04-09,https://www.fema.gov/disaster/1830,MN,Severe Storm,1312,677,51.6,3606,2441476,29675994,2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Florida Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",1831,2009-03-26,2009-05-05,2009-04-21,https://www.fema.gov/disaster/1831,FL,Severe Storm,1332,705,52.9,4568,3220683,30341898,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Indiana Severe Storms, Tornadoes, and Flooding",1832,2009-03-08,2009-03-14,2009-04-22,https://www.fema.gov/disaster/1832,IN,Severe Storm,1476,977,66.2,3031,2961606,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Georgia Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",1833,2009-03-26,2009-04-13,2009-04-23,https://www.fema.gov/disaster/1833,GA,Severe Storm,1866,804,43.1,5498,4420415,21240763,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
